PLOTID,country,m,r
a9-84098499107974_55-8148765600131,DNK,buffer crop/built stable,buffer crop/built stable
a10-31148818759374_56-2877061865782,DNK,buffer crop/built stable,cropland loss
a10-32647862685691_57-29785161619016,DNK,crop/built stable,crop/built stable
a10-44394320673752_57-24141065828915,DNK,crop/built stable,crop/built stable
a10-16172530816855_57-05264728423481,DNK,crop/built stable,crop/built stable
a10-32363126710462_56-69835593534492,DNK,crop/built stable,crop/built stable
a9-6841768256386_56-62170156429949,DNK,crop/built stable,crop/built stable
a10-25422220880816_57-27077093067321,DNK,crop/built stable,crop/built stable
a10-10262304394578_56-50267839341119,DNK,crop/built stable,crop/built stable
a10-04711755876808_57-15090415991751,DNK,crop/built stable,nature stable
a14-80079272296041_55-14355926731567,DNK,crop/built stable,crop/built stable
a14-90740010829472_55-15555839863244,DNK,crop/built stable,nature stable
a8-63548900451185_56-78564250603212,DNK,crop/built stable,crop/built stable
a9-50497668299525_56-92443226001774,DNK,crop/built stable,crop/built stable
a8-56194247510541_56-53762044968271,DNK,crop/built stable,crop/built stable
a9-573264483854_56-58462104478953,DNK,crop/built stable,crop/built stable
a8-79136934665377_56-85011103042323,DNK,crop/built stable,crop/built stable
a9-60170620602368_56-82084780639224,DNK,crop/built stable,crop/built stable
a9-55434470392488_56-42132668491399,DNK,crop/built stable,crop/built stable
a9-21503348179535_56-61728709163668,DNK,crop/built stable,crop/built stable
a9-84273376593305_54-93192716253299,DNK,crop/built stable,crop/built stable
a10-64461587070458_55-33648236741399,DNK,crop/built stable,crop/built stable
a9-97896159719849_55-35735696915602,DNK,crop/built stable,crop/built stable
a10-5682284441609_55-12538839064377,DNK,crop/built stable,crop/built stable
a10-21115766011808_55-48919881066345,DNK,crop/built stable,crop/built stable
a9-98790062230702_57-56796412983009,DNK,crop/built stable,crop/built stable
a9-76541216130816_57-41375034158338,DNK,crop/built stable,crop/built stable
a9-22605933805169_55-78494684480957,DNK,crop/built stable,crop/built stable
a9-43977243532525_55-73357805411313,DNK,crop/built stable,crop/built stable
a9-55863316173934_56-18738027164446,DNK,crop/built stable,crop/built stable
a8-50876409863733_55-9677060444327,DNK,crop/built stable,crop/built stable
a9-0562504698336_55-87781744291613,DNK,crop/built stable,crop/built stable
a9-23639727842579_56-18074816064048,DNK,crop/built stable,crop/built stable
a9-36316377525171_55-74876646860064,DNK,crop/built stable,crop/built stable
a9-37292502089096_56-22633678112363,DNK,crop/built stable,crop/built stable
a9-03698285919921_56-27972254762488,DNK,crop/built stable,crop/built stable
a8-4988302089584_55-65351459779161,DNK,crop/built stable,crop/built stable
a8-83134221140826_56-10049260559611,DNK,crop/built stable,crop/built stable
a8-67580705137053_55-97925046070986,DNK,crop/built stable,crop/built stable
a9-33967034289397_56-3536246106967,DNK,crop/built stable,crop/built stable
a8-52233037231256_56-14297460304724,DNK,crop/built stable,crop/built stable
a9-08202937429397_55-22874140393898,DNK,crop/built stable,nature stable
a9-22622236594815_54-92693934615627,DNK,crop/built stable,crop/built stable
a9-11495833404387_54-99531226903856,DNK,crop/built stable,crop/built stable
a9-66775531196416_54-876049027198,DNK,crop/built stable,crop/built stable
a9-59112317317726_55-41960545942689,DNK,crop/built stable,crop/built stable
a12-06385950596876_54-84363755635867,DNK,crop/built stable,crop/built stable
a11-35985749814479_55-33844659904428,DNK,crop/built stable,crop/built stable
a11-85834240697002_55-05810416099306,DNK,crop/built stable,crop/built stable
a12-41876874444356_55-3195458119231,DNK,crop/built stable,crop/built stable
a12-28712831929129_55-26257127352363,DNK,crop/built stable,crop/built stable
a11-60039117637485_55-22246118816017,DNK,crop/built stable,nature stable
a11-74124792636818_54-71416942095241,DNK,crop/built stable,crop/built stable
a11-9149171929624_54-66505914987069,DNK,crop/built stable,crop/built stable
a11-90444721048151_54-85021349605831,DNK,crop/built stable,crop/built stable
a11-66115213771334_54-73252019833348,DNK,crop/built stable,crop/built stable
a11-23351787750566_54-74251639507396,DNK,crop/built stable,crop/built stable
a11-61618221559286_54-741560108753,DNK,crop/built stable,crop/built stable
a11-51288983903565_55-29374153317099,DNK,crop/built stable,crop/built stable
a11-84944945437616_54-78748790857138,DNK,crop/built stable,nature stable
a11-67272911082065_54-86773081069062,DNK,crop/built stable,crop/built stable
a10-730158837176_56-39666322728319,DNK,crop/built stable,crop/built stable
a10-03359836576668_56-05107060452337,DNK,crop/built stable,crop/built stable
a9-89063066548637_56-13506295879675,DNK,crop/built stable,crop/built stable
a9-92255229026394_56-32787590230087,DNK,crop/built stable,crop/built stable
a10-03715411949344_55-74163460383504,DNK,crop/built stable,crop/built stable
a10-8533279867859_56-36121256957569,DNK,crop/built stable,crop/built stable
a10-3923321995178_56-43192585343687,DNK,cropland loss,crop/built stable
a9-98063923546992_57-0908608455559,DNK,cropland loss,cropland loss
a9-88775283138025_56-85385747984714,DNK,cropland loss,cropland loss
a10-03069948958516_57-05328273117401,DNK,cropland loss,nature stable
a9-9773433004668_57-09166937366727,DNK,cropland loss,cropland loss
a10-09573068611225_56-99257320790407,DNK,cropland loss,cropland loss
a8-97602780621575_56-65113110593865,DNK,cropland loss,nature stable
a9-55885460587808_56-57926959168307,DNK,cropland loss,crop/built stable
a9-50770193077717_56-79014394574721,DNK,cropland loss,nature stable
a8-82982742997182_56-78699186709878,DNK,cropland loss,crop/built stable
a9-42772293161954_56-42172727617378,DNK,cropland loss,crop/built stable
a9-75254382254825_55-47834884734126,DNK,cropland loss,cropland loss
a10-37319308605426_55-33362167928397,DNK,cropland loss,cropland loss
a10-03645087694994_57-55357467983846,DNK,cropland loss,cropland loss
a9-29679757899756_56-36472374509341,DNK,cropland loss,cropland loss
a8-99864876787243_55-71262900225575,DNK,cropland loss,cropland loss
a9-47683404374351_55-56540430378422,DNK,cropland loss,cropland loss
a9-19779991291562_55-83510359668158,DNK,cropland loss,cropland loss
a8-59135517419102_55-97232679946791,DNK,cropland loss,cropland loss
a9-51442301873767_55-834273652504,DNK,cropland loss,nature loss
a9-11666147456092_56-00363228260099,DNK,cropland loss,cropland loss
a9-60710745190018_55-86452059587924,DNK,cropland loss,cropland loss
a8-33192983872321_55-67219981030276,DNK,cropland loss,cropland loss
a8-39179061607369_56-02526138383408,DNK,cropland loss,crop/built stable
a8-48161225270301_55-6386584029504,DNK,cropland loss,cropland loss
a8-90284412073494_55-24339641545403,DNK,cropland loss,cropland loss
a9-03366510452495_55-28014691079355,DNK,cropland loss,cropland loss
a9-11018372545893_55-45461492072005,DNK,cropland loss,crop/built stable
a9-33317873071204_55-07988016430632,DNK,cropland loss,crop/built stable
a8-87303397388334_55-48274568865649,DNK,cropland loss,cropland loss
a11-8922614898918_55-31496124385176,DNK,cropland loss,crop/built stable
a11-29525047147256_55-40150253040729,DNK,cropland loss,nature loss
a11-56682187840628_55-40139597080547,DNK,cropland loss,crop/built stable
a9-84556484124174_55-90736184303874,DNK,cropland loss,cropland loss
a9-7331084255274_55-76077292692666,DNK,cropland loss,cropland loss
a9-96060077742436_55-75915891322291,DNK,cropland loss,crop/built stable
a9-72848685645439_55-76148214658205,DNK,cropland loss,cropland loss
a9-98600301544579_55-95104325292571,DNK,cropland loss,crop/built stable
a9-79218000988658_55-84976705553571,DNK,cropland loss,cropland loss
a10-07622080181287_56-27889212496803,DNK,cropland loss,cropland loss
a10-28183275022099_56-97900084917487,DNK,nature loss,crop/built stable
a10-92579461137421_56-42363508610232,DNK,nature loss,cropland loss
a9-78798778970099_56-6558893750732,DNK,nature loss,cropland loss
a9-84650096942698_56-8914796553378,DNK,nature loss,nature loss
a10-10288082660234_56-47769069077982,DNK,nature loss,nature stable
a10-14953767653317_56-88447275979571,DNK,nature loss,nature stable
a10-10099090337914_56-99301872389118,DNK,nature loss,crop/built stable
a10-4090829151865_57-27604516212647,DNK,nature loss,nature loss
a10-02078708511325_57-28692653518144,DNK,nature loss,crop/built stable
a14-80786843169479_55-15940618232811,DNK,nature loss,nature stable
a8-20734173355224_56-66267322963559,DNK,nature loss,nature stable
a8-7760470730544_56-44497910635587,DNK,nature loss,nature stable
a9-20680312894502_56-68474517706824,DNK,nature loss,nature stable
a9-56535370969766_56-69452689776421,DNK,nature loss,crop/built stable
a8-79538611148329_56-82668395765352,DNK,nature loss,nature stable
a9-76404504638118_55-48475148519896,DNK,nature loss,nature loss
a10-30734120958919_55-39311199306331,DNK,nature loss,nature stable
a10-94310486580914_55-16151089364135,DNK,nature loss,nature stable
a10-21645944137404_55-38799798552799,DNK,nature loss,nature loss
a10-01368081113778_57-33070877865328,DNK,nature loss,crop/built stable
a9-46369476051538_55-54117402412201,DNK,nature loss,nature loss
a8-31194998632026_56-26687349387049,DNK,nature loss,nature stable
a9-58726458260675_56-35582165426401,DNK,nature loss,cropland loss
a9-25863493098208_55-8232480517627,DNK,nature loss,nature stable
a9-64731734554592_56-15098343617011,DNK,nature loss,nature loss
a8-47026825488648_55-97381407612033,DNK,nature loss,nature stable
a9-33377351847308_54-82457053006153,DNK,nature loss,crop/built stable
a8-67794690899521_55-47726496714743,DNK,nature loss,nature stable
a11-79868142294204_55-25088845979937,DNK,nature loss,nature stable
a11-94183013965302_54-6737212758001,DNK,nature loss,nature stable
a11-33646756767144_55-42138693783782,DNK,nature loss,crop/built stable
a11-89866704465856_54-76274837128253,DNK,nature loss,cropland loss
a11-7933329134203_55-2578862573527,DNK,nature loss,nature loss
a11-55200696117868_55-41002794157718,DNK,nature loss,nature loss
a9-69564956083971_55-53915651467572,DNK,nature loss,crop/built stable
a9-69074719522306_55-66082947112223,DNK,nature loss,nature stable
a9-96147865775267_56-16458348501053,DNK,nature loss,nature loss
a10-3688978170363_56-33528154463564,DNK,nature loss,cropland loss
a10-18535308900327_56-025775852107,DNK,nature loss,cropland loss
a10-1431330112579_56-75027504833772,DNK,nature stable,crop/built stable
a10-00754126389021_56-48555114275571,DNK,nature stable,crop/built stable
a10-2556437716356_57-11497520092901,DNK,nature stable,crop/built stable
a9-67609284586068_56-88487607866237,DNK,nature stable,nature stable
a10-17858846520842_57-13775634184151,DNK,nature stable,nature stable
a10-98689551970288_57-24646432058206,DNK,nature stable,nature stable
a10-03036324945772_56-63412652100355,DNK,nature stable,nature stable
a9-99404159455407_56-73705013370949,DNK,nature stable,crop/built stable
a9-84739396968207_56-79152311558536,DNK,nature stable,crop/built stable
a10-71298692448631_56-42192703256035,DNK,nature stable,crop/built stable
a14-96517077793728_55-18417716361461,DNK,nature stable,crop/built stable
a9-43426535469789_56-73743980240253,DNK,nature stable,nature stable
a8-80089568977559_56-62554130743576,DNK,nature stable,crop/built stable
a8-45998552863815_56-53626979407167,DNK,nature stable,nature stable
a9-52123887583012_56-67540562720221,DNK,nature stable,crop/built stable
a8-86930368385967_57-03771525391218,DNK,nature stable,nature stable
a8-46165126128751_56-95282616350307,DNK,nature stable,nature stable
a9-18078533116694_56-60538987409052,DNK,nature stable,crop/built stable
a9-64026100085456_56-91336800378469,DNK,nature stable,nature stable
a8-41620465061345_56-45150356555802,DNK,nature stable,nature stable
a9-4919486731618_56-4751171015711,DNK,nature stable,crop/built stable
a10-16679313067068_55-12557308623196,DNK,nature stable,nature stable
a9-79027669659886_57-45487795274922,DNK,nature stable,nature stable
a10-03543121945433_57-53397549077169,DNK,nature stable,crop/built stable
a10-38485629253542_57-5609335657382,DNK,nature stable,nature stable
a9-95652199900252_57-5711042887392,DNK,nature stable,nature stable
a10-59960187280797_57-74625409737901,DNK,nature stable,nature stable
a9-97624766035725_57-52238029873989,DNK,nature stable,nature stable
a10-03914623703744_57-57838807063394,DNK,nature stable,nature stable
a8-32271541353812_55-75855567947499,DNK,nature stable,nature stable
a8-93341342466272_56-37922359203454,DNK,nature stable,nature stable
a9-43482611715538_56-01280032321975,DNK,nature stable,nature stable
a8-79877226898998_56-07331569494754,DNK,nature stable,crop/built stable
a8-63532263996633_56-13038060107608,DNK,nature stable,nature stable
a9-3353424704156_56-11577432044754,DNK,nature stable,nature stable
a9-35216680547952_56-08934570274145,DNK,nature stable,nature stable
a9-33559207762018_56-32753737757241,DNK,nature stable,nature stable
a9-04280672055484_55-68834197907645,DNK,nature stable,crop/built stable
a9-23913604821398_55-76767936120497,DNK,nature stable,crop/built stable
a8-60389562928062_55-71394626417779,DNK,nature stable,nature stable
a8-92148264896685_56-37202324496588,DNK,nature stable,nature stable
a9-63555493840935_56-18807052078939,DNK,nature stable,nature stable
a9-39651298905502_56-06610336324749,DNK,nature stable,nature stable
a8-77994623731169_56-19313944670589,DNK,nature stable,nature stable
a8-50773565186393_55-57712540968458,DNK,nature stable,crop/built stable
a9-03677012628495_55-10437942061654,DNK,nature stable,crop/built stable
a9-0056608932757_54-98083273231575,DNK,nature stable,crop/built stable
a9-3203591601958_55-33980372240876,DNK,nature stable,nature stable
a9-0800747621067_54-94239716629076,DNK,nature stable,crop/built stable
a8-73672616935343_55-21802334419125,DNK,nature stable,nature stable
a8-87770866224977_55-22043658559815,DNK,nature stable,nature stable
a11-49324670621151_55-40884763422439,DNK,nature stable,crop/built stable
a9-75209455489731_56-3366491493197,DNK,nature stable,nature stable
a9-71270140645403_55-98379570988195,DNK,nature stable,nature stable
a10-12336454246305_55-98639522617224,DNK,nature loss,nature loss
a11-39432606462489_54-64123868022866,DNK,buffer crop/built stable,cropland loss
a8-83697760141458_56-78840432258094,DNK,nature loss,nature loss
a12-11533487285807_55-18744722048705,DNK,nature loss,cropland loss
a10-29365385757989_56-61716937230479,DNK,nature stable,nature stable
a9-956075569688_56-96005971177313,DNK,buffer nature stable,buffer crop/built stable
